codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,modalidad,jornada,plan,departamental,establecimiento_norm,direccion_norm,telefono_norm
17-12-0174-46,17-023,Peten,poptun,colegio mixto privado san pedro martir de verona,3racalle a.7-13-z 1,42190516,edy genis morataya,ramón francisco castellanos matus,privado,urbana,monolingue,sin jornada,semipresencial (un día a la semana),petén,mixto privado san pedro martir de verona,3racalle a.7-13-z 1,42190516
17-12-0176-46,17-023,Peten,poptun,liceo cristiano con orientacion universitaria el shaddai,boulevard 25 de junio y 9a.av. z i barrio san francisco,79278626,edy genis morataya,gladys azucena gómez salas,privado,urbana,monolingue,sin jornada,semipresencial (un día a la semana),petén,cristiano con orientacion universitaria el shaddai,boulevard 25 de junio y 9a.av. z i barrio san francisco,79278626
17-12-0178-46,17-023,Peten,poptun,liceo ciencia y desarrollo con orientacion tecnica y cientifica,poptun,35962859,edy genis morataya,carlos humberto marroquin martinez,privado,urbana,monolingue,sin jornada,semipresencial (un día a la semana),petén,ciencia y desarrollo con orientacion tecnica y cientifica,poptun,35962859
17-12-0397-46,17-023,Peten,poptun,escuela nacional de ciencias comerciales,av 15 de septiembre 0-41 z 2,79278072,edy genis morataya,josefina franco salas,oficial,urbana,monolingue,vespertina,diario(regular),petén,nacional de ciencias comerciales,av 15 de septiembre 0-41 z 2,79278072
17-12-0398-46,17-023,Peten,poptun,instituto de capacitacion adventista del peten,poptun,40690158,edy genis morataya,shirley danelly lopez hernandez,privado,rural,monolingue,matutina,diario(regular),petén,de capacitacion adventista del peten,poptun,40690158
17-12-1046-46,17-023,Peten,poptun,colegio mixto privado san pedro martir de verona,3a. calle a 7-13 z 1,41511141,edy genis morataya,ramón francisco castellanos matus,privado,urbana,monolingue,vespertina,diario(regular),petén,mixto privado san pedro martir de verona,3a. calle a 7-13 z 1,41511141
17-12-2962-46,17-023,Peten,poptun,liceo ciencia y desarrollocon orientacion tecnica y cientifica,poptun,35962859,edy genis morataya,carlos humberto marroquin martinez,privado,urbana,monolingue,doble,fin de semana,petén,ciencia y desarrollocon orientacion tecnica y cientifica,poptun,35962859
17-12-3712-46,17-022,Peten,poptun,instituto diversificado por cooperativa,aldea machaquila,78674770,juan francisco oliva estrada,valentín chub cucul,cooperativa,rural,monolingue,vespertina,diario(regular),petén,por cooperativa,aldea machaquila,78674770
17-12-4099-46,17-023,Peten,poptun,centro educativo el bosque,7a. av barrio el bosque z 2,79276100,edy genis morataya,rudy fernando bolaños aldana,privado,urbana,monolingue,vespertina,diario(regular),petén,educativo el bosque,7a. av barrio el bosque z 2,79276100
17-13-0099-46,17-026,Peten,las cruces,colegio privado mixto jesus el divino maestro jedima,aldea bethania,45287229,carmen nédita natareno padilla,greysi guadalupe paz lópez,privado,rural,monolingue,vespertina,diario(regular),petén,privado mixto jesus el divino maestro jedima,aldea bethania,45287229
17-13-0100-46,17-026,Peten,las cruces,colegio privado mixto  jesus el divino maestro jedima,aldea bethania las cruces peten,45287229,carmen nédita natareno padilla,greysi guadalupe paz lópez,privado,rural,monolingue,vespertina,diario(regular),petén,privado mixto jesus el divino maestro jedima,aldea bethania las cruces peten,45287229
17-13-0103-46,17-025,Peten,las cruces,colegio privado mixto jedima,aldea palestina las cruces peten,48045807,fidel omar hernández ramírez,elida elizabeth perez az,privado,rural,monolingue,vespertina,diario(regular),petén,privado mixto jedima,aldea palestina las cruces peten,48045807
17-13-0105-46,17-025,Peten,las cruces,colegio adventista getsemani,z 1,30376084,fidel omar hernández ramírez,dálida anayanza hernández ramírez,privado,rural,monolingue,vespertina,diario(regular),petén,adventista getsemani,z 1,30376084
17-13-0107-46,17-025,Peten,las cruces,instituto municipal de educacion media,z 1,50160941,fidel omar hernández ramírez,wilson estuardo pineda gonzalez,municipal,rural,monolingue,vespertina,diario(regular),petén,municipal de educacion media,z 1,50160941
17-13-0112-46,17-025,Peten,las cruces,instituto municipal de educacion media,aldea palestina,58082806,fidel omar hernández ramírez,nirma yineth estrada donis,municipal,rural,monolingue,vespertina,diario(regular),petén,municipal de educacion media,aldea palestina,58082806
17-13-0125-46,17-026,Peten,las cruces,instituto nacional de educacion diversificada,cooperativa union maya itza,31618299,carmen nédita natareno padilla,jesús poob belix,oficial,rural,monolingue,matutina,diario(regular),petén,nacional de educacion diversificada,cooperativa union maya itza,31618299
17-13-0131-46,17-043,Peten,las cruces,imebi,caserio vista hermos,79262582,dominga garcia raymundo,ladislao salvador hernández lucas,privado,rural,monolingue,vespertina,diario(regular),petén,imebi,caserio vista hermos,79262582
17-13-0135-46,17-026,Peten,las cruces,centro educativo yaxtunilha,3a.calle z 3,30854215,carmen nédita natareno padilla,nidia ester galicia alvarado,privado,urbana,monolingue,matutina,diario(regular),petén,educativo yaxtunilha,3a.calle z 3,30854215
17-13-0136-46,17-026,Peten,las cruces,centro educativo yaxtunilha,3ra.calle z 3,30854215,carmen nédita natareno padilla,nidia ester galicia alvarado,privado,urbana,monolingue,matutina,diario(regular),petén,educativo yaxtunilha,3ra.calle z 3,30854215
17-13-0137-46,17-025,Peten,las cruces,instituto diversificado por cooperativa de ensenanza,z 3 las cruces,49187080,fidel omar hernández ramírez,ruth abigail mendez aguilar,cooperativa,urbana,monolingue,vespertina,diario(regular),petén,por cooperativa de ensenanza,z 3 las cruces,49187080
17-13-0145-46,17-025,Peten,las cruces,colegio privado mixto supera cion y esperanza,aldea palestina,36051122,fidel omar hernández ramírez,maria calendelaria garcia batres,privado,rural,monolingue,vespertina,diario(regular),petén,privado mixto supera cion y esperanza,aldea palestina,36051122
17-13-0148-46,17-025,Peten,las cruces,colegio de ciencias comerciales las cruces,12 av. 2da calle z 1,79273890,fidel omar hernández ramírez,pedro ociel jaime rivas,privado,rural,monolingue,sin jornada,semipresencial (un día a la semana),petén,de ciencias comerciales las cruces,12 av. 2da calle z 1,79273890
17-13-0152-46,17-025,Peten,las cruces,colegio privado mixto jesus el divino maestrojedima,caserio bethania,40311962,fidel omar hernández ramírez,greysi guadalupe paz lópez,privado,rural,monolingue,sin jornada,semipresencial (un día a la semana),petén,privado mixto jesus el divino maestrojedima,caserio bethania,40311962
17-13-0157-46,17-025,Peten,las cruces,colegio adventista getsemani,1ra. calle 8va. av z 1,40720870,fidel omar hernández ramírez,dalida anayanza hernandez ramirez,privado,urbana,monolingue,matutina,diario(regular),petén,adventista getsemani,1ra. calle 8va. av z 1,40720870
17-14-0024-46,17-013,Peten,el chal,liceo educativo salem,cabecera municipal,49194715,braulio amilcar chan tesucun,beatriz arminda esquivel ruano,privado,urbana,monolingue,vespertina,diario(regular),petén,educativo salem,cabecera municipal,49194715
17-14-0028-46,17-013,Peten,el chal,escuela de comercio,cabecera municipal,41878066,braulio amilcar chan tesucun,aracely gutierrez esquivel,privado,urbana,monolingue,vespertina,diario(regular),petén,de comercio,cabecera municipal,41878066
17-14-0032-46,17-013,Peten,el chal,centro educativo tecnico portillo cetport,cabecera municipal,57851111,braulio amilcar chan tesucun,yuri adalí cornelio ramirez,privado,urbana,monolingue,vespertina,diario(regular),petén,educativo tecnico portillo cetport,cabecera municipal,57851111
17-14-0034-46,17-013,Peten,el chal,instituto nacional de educacion diversificada ined,cabecera municipal,48079374,braulio amilcar chan tesucun,erika yaneth breganza palacios,oficial,urbana,monolingue,vespertina,diario(regular),petén,nacional de educacion diversificada ined,cabecera municipal,48079374
17-14-0080-46,17-013,Peten,el chal,colegio educativo diversificado las flores cedif,cooperativa las flores,56984314,braulio amilcar chan tesucun,elvin alexander lópez interiano,privado,rural,monolingue,doble,fin de semana,petén,educativo  las flores cedif,cooperativa las flores,56984314
17-14-0086-46,17-013,Peten,el chal,liceo educativo salem,area central-el chal,58895449,braulio amilcar chan tesucun,beatriz arminda esquivel ruano,privado,urbana,monolingue,doble,fin de semana,petén,educativo salem,area central-el chal,58895449
17-14-0089-46,17-013,Peten,el chal,instituto nacional de educacion diversificada ined,caserio agricultores unidos,47311925,braulio amilcar chan tesucun,abelino castro samayoa,oficial,rural,monolingue,vespertina,diario(regular),petén,nacional de educacion diversificada ined,caserio agricultores unidos,47311925
17-14-0090-46,17-013,Peten,el chal,instituto nacional de educacion diversificadoined,caserio santa amelia,42727176,braulio amilcar chan tesucun,ingris marilis telón duarte,oficial,rural,monolingue,vespertina,diario(regular),petén,nacional de educacion diversificadoined,caserio santa amelia,42727176
17-14-0099-46,17-013,Peten,el chal,liceo educativo salem lices,barrio el paraiso,49194715,braulio amilcar chan tesucun,beatriz arminda esquivel ruano,privado,urbana,monolingue,sin jornada,fin de semana,petén,educativo salem lices,barrio el paraiso,49194715
17-14-0102-46,17-013,Peten,el chal,colegio educativo diversificado las flores cedif,cooperativa las florez,56984314,braulio amilcar chan tesucun,elvin alexander lópez interiano,privado,rural,monolingue,sin jornada,semipresencial (un día a la semana),petén,educativo  las flores cedif,cooperativa las florez,56984314
09-01-0098-46,09-002,Quetzaltenango,quetzaltenango,colegio privado mixto suizo quetzaltenango,1ra calle 43-50 z 8,79267367,rosemery guadalupe piedrasanta gramajo de siguenza,mirna leticia cifuentes godinez,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,privado mixto suizo quetzaltenango,1ra calle 43-50 z 8,79267367
09-01-0125-46,09-005,Quetzaltenango,quetzaltenango,instituto nacional jacobo arbenz guzman,4a. calle 25-20 z 3,41514439,juan carlos ronquillo de leon,juan carlos hernández ríos,oficial,urbana,monolingue,nocturna,diario(regular),quetzaltenango,nacional jacobo arbenz guzman,4a. calle 25-20 z 3,41514439
09-01-0126-46,09-005,Quetzaltenango,quetzaltenango,escuela nacional de ciencias comerciales de occidente seccion nocturna alberto cardenas rodas,5a calle 12-60 z 3,59861622,juan carlos ronquillo de leon,maría josefina mendoza escobar,oficial,urbana,monolingue,nocturna,diario(regular),quetzaltenango,nacional de ciencias comerciales de occidente seccion nocturna alberto cardenas rodas,5a calle 12-60 z 3,59861622
09-01-0131-46,09-005,Quetzaltenango,quetzaltenango,instituto normal para varones de occidente invo,7ma. calle 29-25 z 3,77611583,juan carlos ronquillo de leon,francisco miguel tirado huinac,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,normal para varones de occidente invo,7ma. calle 29-25 z 3,77611583
09-01-0134-46,09-002,Quetzaltenango,quetzaltenango,instituto privado mixto de educacion diversificada americano,ave. jesus castillo a-74 z 1,77610735,rosemery guadalupe piedrasanta gramajo de siguenza,liliam yolanda pereyra castillo,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,privado mixto de educacion diversificada americano,ave. jesus castillo a-74 z 1,77610735
09-01-0135-46,09-036,Quetzaltenango,quetzaltenango,instituto privado mixto de educacion diversificada liceo moderno,7a ave. 6-45 z 1,77614475,obdulio rolando ruiz alva,sin_director,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,privado mixto de educacion diversificada  moderno,7a ave. 6-45 z 1,77614475
09-01-0137-46,09-004,Quetzaltenango,quetzaltenango,colegio evangelico bethania,calle c 0-22 z 1,77630164,dina rubi gonzalez de leon,fernando david rivera españa,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,evangelico bethania,calle c 0-22 z 1,77630164
09-01-0139-46,09-006,Quetzaltenango,quetzaltenango,instituto de estudios avanzados de occidente,av jesus castillo 1-81 z 3,77611270,pedro gerónimo sarat chaj,maría valentina anleu díaz,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,de estudios avanzados de occidente,av jesus castillo 1-81 z 3,77611270
09-01-0140-46,09-041,Quetzaltenango,quetzaltenango,colegio para senoritas encarnacion rosal,12 ave. 3-09 z 1,77258985,wilson ranferi siguenza lopez,sara julieta lópez martinez,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,para senoritas encarnacion rosal,12 ave. 3-09 z 1,77258985
09-01-0144-46,09-036,Quetzaltenango,quetzaltenango,colegio maria auxiliadora,3a calle 16-17 z 3,77630281,obdulio rolando ruiz alva,yulissa anabely ochoa cifuentes,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,maria auxiliadora,3a calle 16-17 z 3,77630281
09-01-0147-46,09-002,Quetzaltenango,quetzaltenango,instituto tecnologico privado de occidente,2a. calle 5-13 z 9 colonia floresta,77671956,rosemery guadalupe piedrasanta gramajo de siguenza,alvaro guillermo arellano rodas,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,tecnologico privado de occidente,2a. calle 5-13 z 9 colonia floresta,77671956
09-01-0155-46,09-005,Quetzaltenango,quetzaltenango,escuela nacional de ciencias comerciales seccion diurna,5a calle 12-60 z 3,77635161,juan carlos ronquillo de leon,alfonso dario de león camacho,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,nacional de ciencias comerciales seccion diurna,5a calle 12-60 z 3,77635161
09-01-0160-46,09-005,Quetzaltenango,quetzaltenango,escuela normal de maestras de educacion para el hogar profesor humberto miranda fuentes,2a calle 14-51 z 3,56113812,juan carlos ronquillo de leon,oneyda licely velasquez alva,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,normal de maestras de educacion para el hogar profesor humberto miranda fuentes,2a calle 14-51 z 3,56113812
09-01-0195-46,09-005,Quetzaltenango,quetzaltenango,instituto nacional de educacion diversificada,z 3,47548459,juan carlos ronquillo de leon,josé adolfo morales boj,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,nacional de educacion diversificada,z 3,47548459
09-01-0198-46,09-005,Quetzaltenango,quetzaltenango,instituto nacional de educacion diversificada,7ma. calle 29-25 z 3,42542749,juan carlos ronquillo de leon,francisco miguel tirado huinac,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,nacional de educacion diversificada,7ma. calle 29-25 z 3,42542749
09-01-0237-46,09-036,Quetzaltenango,quetzaltenango,colegio emanuel,callejon 8 0-53 z 7,77671331,obdulio rolando ruiz alva,adán pérez y pérez,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,emanuel,callejon 8 0-53 z 7,77671331
09-01-0240-46,09-036,Quetzaltenango,quetzaltenango,colegio el pilar,0 calle 42-15 z 9,41701779,obdulio rolando ruiz alva,edna victoria romero cacacho,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,el pilar,0 calle 42-15 z 9,41701779
09-01-0241-46,09-005,Quetzaltenango,quetzaltenango,instituto nacional de educacion diversificada oro verde,11 calle 0-98 z 6 canton choqui,47454734,juan carlos ronquillo de leon,giovanni guadalupe garcía colop,oficial,rural,monolingue,matutina,diario(regular),quetzaltenango,nacional de educacion diversificada oro verde,11 calle 0-98 z 6 canton choqui,47454734
09-01-0244-46,09-006,Quetzaltenango,quetzaltenango,colegio tecnico pedro jose de betancourth,16 av 2-17 z 1,77654316,pedro gerónimo sarat chaj,gladys fabiola toc popá,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,tecnico pedro jose de betancourth,16 av 2-17 z 1,77654316
09-01-0262-46,09-041,Quetzaltenango,quetzaltenango,colegio privado avances,16 av 3-55 z 1 ciudad de quetzaltenango,77651976,wilson ranferi siguenza lopez,clelia isabel de león maldonado,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,privado avances,16 av 3-55 z 1 ciudad de quetzaltenango,77651976
09-01-0281-46,09-041,Quetzaltenango,quetzaltenango,colegio de investigacion cientifica integral cici,2da. calle 2-06 z 7,77682442,wilson ranferi siguenza lopez,josé florencio sapón tax,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,de investigacion cientifica integral cici,2da. calle 2-06 z 7,77682442
09-01-0295-46,09-041,Quetzaltenango,quetzaltenango,colegio privado mixto gandhi,diagonal 3 36-89 z 8,77673055,wilson ranferi siguenza lopez,juan luis lópez marin,privado,urbana,monolingue,nocturna,diario(regular),quetzaltenango,privado mixto gandhi,diagonal 3 36-89 z 8,77673055
09-01-0299-46,09-006,Quetzaltenango,quetzaltenango,colegio privado urbano mixto cristo centro,8a. av 2-39 z 1,53181442,pedro gerónimo sarat chaj,giovanni guadalupe garcía colop,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,privado urbano mixto cristo,8a. av 2-39 z 1,53181442
09-01-0301-46,09-002,Quetzaltenango,quetzaltenango,instituto privado de ciencia y tecnologia quetzaltenango,3ra. calle 20-21 z 3,77615924,rosemery guadalupe piedrasanta gramajo de siguenza,arnoldo de jesus del aguila alonzo,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,privado de ciencia y tecnologia quetzaltenango,3ra. calle 20-21 z 3,77615924
09-01-0304-46,09-036,Quetzaltenango,quetzaltenango,colegio tecnico empresarial integral superior de los altos cteisa,canton xecaracoj tierra colorada baja,77650630,obdulio rolando ruiz alva,elvin ezequias alonzo pérez,privado,rural,monolingue,matutina,diario(regular),quetzaltenango,tecnico empresarial integral superior de los altos cteisa,canton xecaracoj tierra colorada baja,77650630
09-01-0307-46,09-036,Quetzaltenango,quetzaltenango,centro educativo nueva cancion cenc,8ta. calle 17-71 z 3,77651390,obdulio rolando ruiz alva,sofía del rosario alvarez gonzález,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,educativo nueva cancion cenc,8ta. calle 17-71 z 3,77651390
09-01-0317-46,09-002,Quetzaltenango,quetzaltenango,colegio americano de occidente west american school,9a. calle 24-35 z 3,30797058,rosemery guadalupe piedrasanta gramajo de siguenza,carlos peter fuentes chavez,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,americano de occidente west american school,9a. calle 24-35 z 3,30797058
09-01-0325-46,09-002,Quetzaltenango,quetzaltenango,colegio cristiano verbo,calle cirilo flores 4-37 z 1,77631051,rosemery guadalupe piedrasanta gramajo de siguenza,smirna elizabeth sosa ramos,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,cristiano verbo,calle cirilo flores 4-37 z 1,77631051
09-01-0326-46,09-004,Quetzaltenango,quetzaltenango,colegio continental,23 av. 7-08 z 7 colonia san antonio,77673284,dina rubi gonzalez de leon,sandy yomara rosales castillo,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,continental,23 av. 7-08 z 7 colonia san antonio,77673284
09-01-0331-46,09-002,Quetzaltenango,quetzaltenango,escuela privada mixta de formacion artistica quetzaltenango,11 calle 19-19 z 1 quetzaltenango,77630803,rosemery guadalupe piedrasanta gramajo de siguenza,rosalio eduardo sac racancoj,privado,urbana,monolingue,doble,diario(regular),quetzaltenango,privada mixta de formacion artistica quetzaltenango,11 calle 19-19 z 1 quetzaltenango,77630803
09-01-0334-46,09-006,Quetzaltenango,quetzaltenango,colegio privado bellas artes,11 calle 9-79 z 1 quetzaltenango,77683473,pedro gerónimo sarat chaj,francisco román bethancourt maldonado,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,privado bellas artes,11 calle 9-79 z 1 quetzaltenango,77683473
09-01-0339-46,09-006,Quetzaltenango,quetzaltenango,colegio adventista moises tahay,20 av 0-65 z 3 quetzaltenango,77615808,pedro gerónimo sarat chaj,mayra marisol villeda moscoso,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,adventista moises tahay,20 av 0-65 z 3 quetzaltenango,77615808
09-01-0351-46,09-006,Quetzaltenango,quetzaltenango,instituto de estudios avanzados i e a campus los altos,10 calle 4-49 z 12,77930232,pedro gerónimo sarat chaj,rita susana ramirez blanco,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,de estudios avanzados i e a campus los altos,10 calle 4-49 z 12,77930232
09-01-0358-46,09-041,Quetzaltenango,quetzaltenango,colegio alto desempeno academico libertador,diagonal 11 d 12-03 z 1 barrio las flores,56332394,wilson ranferi siguenza lopez,míriam verónica escobar arriola,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,alto desempeno academico libertador,diagonal 11 d 12-03 z 1 barrio las flores,56332394
09-01-0359-46,09-036,Quetzaltenango,quetzaltenango,centro educativo privado divina misericordia,28 av 9-54 interior z 1,42677376,obdulio rolando ruiz alva,mario rene barrios tello,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,educativo privado divina misericordia,28 av 9-54 interior z 1,42677376
09-01-0363-46,09-041,Quetzaltenango,quetzaltenango,colegio eco school qanill,canton chichiguitan sector 2 buena vista z 5,79268245,wilson ranferi siguenza lopez,edna patricia gonzález juárez,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,eco school qanill,canton chichiguitan sector 2 buena vista z 5,79268245
09-01-0364-46,09-036,Quetzaltenango,quetzaltenango,colegio dr rodolfo robles,21 av 8-10 z 3,77905300,obdulio rolando ruiz alva,susy candelaria monterroso martini,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,dr rodolfo robles,21 av 8-10 z 3,77905300
09-01-0369-46,09-041,Quetzaltenango,quetzaltenango,colegio cristiano mixto bilingue el olimpo,1a. av 0-45 z 9,42486699,wilson ranferi siguenza lopez,edin israel ixquiac caniz,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,cristiano mixto bilingue el olimpo,1a. av 0-45 z 9,42486699
09-01-0387-46,09-006,Quetzaltenango,quetzaltenango,colegio privado mixto tecnologico don bosco,4ta. calle 22-40 z 3,77368198,pedro gerónimo sarat chaj,german saúl tobías ovalle,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,privado mixto tecnologico don bosco,4ta. calle 22-40 z 3,77368198
09-01-0390-46,09-036,Quetzaltenango,quetzaltenango,corporacion educativa internacional adastra,29 av 1-22 z 7 colonia prados de santa maria,77635172,obdulio rolando ruiz alva,delma floridalma munguia polanco,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,corporacion educativa internacional adastra,29 av 1-22 z 7 colonia prados de santa maria,77635172
09-01-0394-46,09-036,Quetzaltenango,quetzaltenango,colegio bys beehive for young students,15 calle 1a-25 z 6 llanos de la cruz,77639649,obdulio rolando ruiz alva,amanda patricia sosa galindo,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,bys beehive for young students,15 calle 1a-25 z 6 llanos de la cruz,77639649
09-01-0395-46,09-036,Quetzaltenango,quetzaltenango,corporacion educativa internacional plusultra,29 av 1-22 z 7 colonia prados de santa maria,77635172,obdulio rolando ruiz alva,delma floridalma munguia polanco,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,corporacion educativa internacional plusultra,29 av 1-22 z 7 colonia prados de santa maria,77635172
09-01-0408-46,09-002,Quetzaltenango,quetzaltenango,centro educativo asa after school academy,diagonal 12 d11-72 z 1,77652766,rosemery guadalupe piedrasanta gramajo de siguenza,claudia susana lópez muralles,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,educativo asa after school academy,diagonal 12 d11-72 z 1,77652766
09-01-0414-46,09-001,Quetzaltenango,quetzaltenango,colegio preuniversitario salamanca,4a. calle 16-33 z 1,77613279,iris ondina hernandez rojas de soto,claudia marleni elías cojulun de cifuentes,privado,urbana,monolingue,nocturna,diario(regular),quetzaltenango,preuniversitario salamanca,4a. calle 16-33 z 1,77613279
09-01-0415-46,09-006,Quetzaltenango,quetzaltenango,colegio bilingue pascal,7a. av 10-13 z 5,77614073,pedro gerónimo sarat chaj,dorcas guadalupe say lópez,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,bilingue pascal,7a. av 10-13 z 5,77614073
09-01-0419-46,09-005,Quetzaltenango,quetzaltenango,instituto diversificado adsc al ineb doctor werner ovalle lopez,25 av 4a. calle z 3,56254412,juan carlos ronquillo de leon,luis orlando lópez ramos,oficial,urbana,monolingue,doble,diario(regular),quetzaltenango,adsc al ineb doctor werner ovalle lopez,25 av 4a. calle z 3,56254412
09-01-0438-46,09-006,Quetzaltenango,quetzaltenango,colegio holandes,1ra. calle 42-44 z 8,77637804,pedro gerónimo sarat chaj,maría del carmen vargas dubón,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,holandes,1ra. calle 42-44 z 8,77637804
09-01-0443-46,09-012,Quetzaltenango,quetzaltenango,centro de educacion extraescolar ceex quetzaltenango,0 av 5-08 z 6 el mirador,44988031,juan jose colop colop,claudia edelmira aguilar lópez,privado,urbana,monolingue,doble,diario(regular),quetzaltenango,de educacion extraescolar ceex quetzaltenango,0 av 5-08 z 6 el mirador,44988031
09-01-0451-46,09-041,Quetzaltenango,quetzaltenango,zeth centro educativo,9a. calle 4-80 z 9,30814838,wilson ranferi siguenza lopez,magda jeannette santisteban flores,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,zeth  educativo,9a. calle 4-80 z 9,30814838
09-01-0452-46,09-041,Quetzaltenango,quetzaltenango,colegio la paz montessori,40 av 1-90 z 8,41004136,wilson ranferi siguenza lopez,lesley lariza barillas mazariegos,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,la paz montessori,40 av 1-90 z 8,41004136
09-01-0460-46,09-006,Quetzaltenango,quetzaltenango,colegio liceo guatemala de quetzaltenango,14 av a 8-74 z 3,77675657,pedro gerónimo sarat chaj,sergio alexsander castellanos robles,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,guatemala de quetzaltenango,14 av a 8-74 z 3,77675657
09-01-0463-46,09-041,Quetzaltenango,quetzaltenango,colegio mixto el faro,2da. av 4-57 z 10,77655462,wilson ranferi siguenza lopez,aroldo danilo calderon calderon,privado,urbana,monolingue,doble,fin de semana,quetzaltenango,mixto el faro,2da. av 4-57 z 10,77655462
09-01-0469-46,09-006,Quetzaltenango,quetzaltenango,colegio cristiano mixto preuniversitario pestalozzi,8 calle 5-13 z 1,77669611,pedro gerónimo sarat chaj,betty amelia argueta chun,privado,urbana,monolingue,doble,diario(regular),quetzaltenango,cristiano mixto preuniversitario pestalozzi,8 calle 5-13 z 1,77669611
09-01-0477-46,09-012,Quetzaltenango,quetzaltenango,programa nacional de educacion alternativa pronea,2da calle 15a-43 z 1,44835487,juan jose colop colop,byron ismael lópez chávez,oficial,urbana,monolingue,doble,a distancia,quetzaltenango,programa nacional de educacion alternativa pronea,2da calle 15a-43 z 1,44835487
09-01-0478-46,09-012,Quetzaltenango,quetzaltenango,centro de educacion extraescolar ceex quetzaltenango,2da. calle 15a-43 z 1,53257010,juan jose colop colop,imelda guadalupe romero garcía,oficial,urbana,bilingue,doble,diario(regular),quetzaltenango,de educacion extraescolar ceex quetzaltenango,2da. calle 15a-43 z 1,53257010
09-01-0479-46,09-041,Quetzaltenango,quetzaltenango,colegio privado san francisco de asis,2a. av 0-11 z 1,77614582,wilson ranferi siguenza lopez,karina margoth santisteban arango,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,privado san francisco de asis,2a. av 0-11 z 1,77614582
09-01-0480-46,09-005,Quetzaltenango,quetzaltenango,formacion secretarial adscrita a la escuela nacional de ciencias comerciales seccion diurna,5a calle 12-60 z 3,77635161,juan carlos ronquillo de leon,alfonso dario de león camacho,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,formacion secretarial adscrita a la  nacional de ciencias comerciales seccion diurna,5a calle 12-60 z 3,77635161
09-01-0483-46,09-006,Quetzaltenango,quetzaltenango,colegio mixto privado san jose,20 avnida 1-07 z 1,77618584,pedro gerónimo sarat chaj,jhonatan eduardo sac cayax,privado,urbana,monolingue,sin jornada,semipresencial (un día a la semana),quetzaltenango,mixto privado san jose,20 avnida 1-07 z 1,77618584
09-01-0494-46,09-036,Quetzaltenango,quetzaltenango,colegio ecologico semilla de mostaza,villa jardin de dios subida al baul z 5,41649264,obdulio rolando ruiz alva,carlos jacobs calderón díaz,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,ecologico semilla de mostaza,villa jardin de dios subida al baul z 5,41649264
09-01-0501-46,09-041,Quetzaltenango,quetzaltenango,colegio mixto el faro,2 av 4-57 z 10,77655462,wilson ranferi siguenza lopez,aroldo danilo calderon calderon,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),quetzaltenango,mixto el faro,2 av 4-57 z 10,77655462
