codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,modalidad,jornada,plan,departamental,establecimiento_norm,direccion_norm,telefono_norm
"['03-01-0259-46', '03-01-1425-46']","['03-002', '03-002']",Sacatepequez,antigua guatemala,instituto particular mixto ciencia y desarrollo,9a. calle oriente no. 13 a,"['58566256', '58566256']","['zoila esthela jonfe orozco', 'zoila esthela jonfe orozco']","['dina carrillo paredes', 'dina carrillo paredes']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['sin jornada', 'doble']","['semipresencial (fin de semana)', 'fin de semana']",sacatepéquez,particular mixto ciencia y desarrollo,9a. calle oriente no. 13 a,
"['06-14-0046-46', '06-14-0049-46', '06-14-0416-46']","['06-025', '06-025', '06-025']",Santa Rosa,nueva santa rosa,instituto particular mixto de comercio,0 av entre 12 y 13 calle z 1 canton palin,"['78889751', '48299988', '78889751']","['roger amilcar alvarez salazar', 'roger amilcar alvarez salazar', 'roger amilcar alvarez salazar']","['karla patricia serra turcios', 'karla patricia serra turcios', 'karla patricia serra turcios']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue']","['matutina', 'sin jornada', 'vespertina']","['diario(regular)', 'semipresencial (fin de semana)', 'diario(regular)']",santa rosa,particular mixto de comercio,0 av entre 12 y 13 calle z 1 canton palin,
"['18-04-0377-46', '18-04-0448-46', '18-04-0449-46', '18-04-0483-46', '18-04-3275-46']","['18-039', '18-039', '18-039', '18-039', '18-039']",Izabal,morales,instituto particular mixto de educacion basica y diversificada dr pedro molina,barrio el carrizal,"['79477890', '79477890', '79477890', '79477890', '7947789079477891']","['elsa yadira martinez perez', 'elsa yadira martinez perez', 'elsa yadira martinez perez', 'elsa yadira martinez perez', 'elsa yadira martinez perez']","['maría magdalena morales carrillo', 'maynor anibal castro paiz', 'maría magdalena morales carrillo', 'maría magdalena morales carrillo', 'jenifer carolina lópez cabrera']","['privado', 'privado', 'privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue', 'monolingue', 'monolingue']","['vespertina', 'doble', 'doble', 'sin jornada', 'matutina']","['diario(regular)', 'fin de semana', 'fin de semana', 'semipresencial (fin de semana)', 'diario(regular)']",izabal,particular mixto de educacion basica y diversificada dr pedro molina,barrio el carrizal,
"['22-11-0089-46', '22-11-2308-46']","['22-022', '22-022']",Jutiapa,comapa,instituto particular mixto de formacion y desarrollo profesional indeforp,calle principal,"['53486062', '53486062']","['julio rene hernandez gonzalez', 'julio rene hernandez gonzalez']","['rafael gonzález andrino', 'rafael gonzález andrino']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'vespertina']","['fin de semana', 'diario(regular)']",jutiapa,particular mixto de formacion y desarrollo profesional indeforp,calle principal,
"['22-11-0078-46', '22-11-0079-46']","['22-022', '22-022']",Jutiapa,comapa,instituto particular mixto de formacion y desarrollo profesional indeforp,entrada al municipio de comapa,"['53486062', '53486062']","['julio rene hernandez gonzalez', 'julio rene hernandez gonzalez']","['rafael gonzález andrino', 'rafael gonzález andrino']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'doble']","['fin de semana', 'fin de semana']",jutiapa,particular mixto de formacion y desarrollo profesional indeforp,entrada al municipio de comapa,
"['06-02-0030-46', '06-02-0032-46', '06-02-0448-46']","['06-027', '06-027', '06-027']",Santa Rosa,barberena,instituto particular mixto de mercadotecnia y publicidad de suroriente,4a. calle 8-36 z 1,"['78445005', '78445005', '78445005']","['yesenia alejandra herrera monterroso de pivaral', 'yesenia alejandra herrera monterroso de pivaral', 'yesenia alejandra herrera monterroso de pivaral']","['karla julisa romero serrano', 'elma janeth ramírez sandoval', 'elma janeth ramírez sandoval']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue']","['matutina', 'doble', 'vespertina']","['diario(regular)', 'fin de semana', 'diario(regular)']",santa rosa,particular mixto de mercadotecnia y publicidad de suroriente,4a. calle 8-36 z 1,
"['06-08-0078-46', '06-08-0090-46', '06-08-0449-46']","['06-012', '06-012', '06-012']",Santa Rosa,chiquimulilla,instituto particular mixto de mercadotecnia y publicidad de suroriente,barrio santiago,"['78851585', '78851585', '78851585']","['siria ileana gonzalez reyes de sierra', 'siria ileana gonzalez reyes de sierra', 'siria ileana gonzalez reyes de sierra']","['blanca magnolia alvizures grajeda', 'blanca magnolia alvizures grajeda', 'blanca magnolia alvizures grajeda']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue']","['doble', 'sin jornada', 'vespertina']","['fin de semana', 'semipresencial (fin de semana)', 'diario(regular)']",santa rosa,particular mixto de mercadotecnia y publicidad de suroriente,barrio santiago,
"['13-12-0081-46', '13-12-0134-46', '13-12-5947-46']","['13-026', '13-026', '13-026']",Huehuetenango,la democracia,instituto particular mixto democracense,aldea camojallito,"['31227589', '30620035', '30620035']","['abelardo mefiboset villatoro herrera', 'abelardo mefiboset villatoro herrera', 'abelardo mefiboset villatoro herrera']","['neftalí manuel palacios torres', 'víctor alfonso tello morales', 'víctor alfonso tello morales']","['privado', 'privado', 'privado']","['urbana', 'rural', 'rural']","['monolingue', 'monolingue', 'monolingue']","['doble', 'sin jornada', 'doble']","['fin de semana', 'semipresencial (fin de semana)', 'fin de semana']",huehuetenango,particular mixto democracense,aldea camojallito,
"['18-01-0182-46', '18-01-0185-46']","['18-008', '18-008']",Izabal,puerto barrios,instituto particular mixto desarrollo y ciencia,14 calle entre 11 av,"['79486407', '79429434']","['elena elizabeth suchite garnica de quintanilla', 'elena elizabeth suchite garnica de quintanilla']","['edgar romeo martínez cáceres', 'edgar romeo martínez cáceres']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'doble']","['fin de semana', 'fin de semana']",izabal,particular mixto desarrollo y ciencia,14 calle entre 11 av,
"['18-01-0325-46', '18-01-0449-46']","['18-008', '18-008']",Izabal,puerto barrios,instituto particular mixto el divino maestro,barrio el pueblito aldea santo tomas de castilla,"['79484009', '79484009']","['elena elizabeth suchite garnica de quintanilla', 'elena elizabeth suchite garnica de quintanilla']","['manuel de jesús sagastume casasola', 'helen uri hernandez navas']","['privado', 'privado']","['rural', 'rural']","['monolingue', 'monolingue']","['doble', 'sin jornada']","['fin de semana', 'semipresencial (fin de semana)']",izabal,particular mixto el divino maestro,barrio el pueblito aldea santo tomas de castilla,
"['22-06-0016-46', '22-06-0030-46', '22-06-2267-46']","['22-034', '22-034', '22-034']",Jutiapa,yupiltepeque,instituto particular mixto el jicaro,aldea el jicaro,"['57407418', '57407418', '57407418']","['inmer wilfredo velasquez dominguez', 'inmer wilfredo velasquez dominguez', 'inmer wilfredo velasquez dominguez']","['yoselinne eskarlett muñoz zuñiga', 'yoselinne eskarlett muñoz zuñiga', 'yoselinne eskarlett muñoz zuñiga']","['privado', 'privado', 'privado']","['rural', 'rural', 'rural']","['monolingue', 'monolingue', 'monolingue']","['doble', 'sin jornada', 'vespertina']","['fin de semana', 'semipresencial (un día a la semana)', 'diario(regular)']",jutiapa,particular mixto el jicaro,aldea el jicaro,
"['18-04-0429-46', '18-04-0431-46']","['18-039', '18-039']",Izabal,morales,instituto particular mixto genesis,barrio el mitchal,"['49165611', '49165611']","['elsa yadira martinez perez', 'elsa yadira martinez perez']","['nubar enid molineros ortega', 'nubar enid molineros ortega']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'doble']","['fin de semana', 'fin de semana']",izabal,particular mixto genesis,barrio el mitchal,
"['13-08-0045-46', '13-08-0062-46', '13-08-7124-46']","['13-020', '13-021', '13-020']",Huehuetenango,san pedro soloma,instituto particular mixto intercultural ciencia y desarrollo,barrio esquipulas z 6,"['77806985', '77806985', '77806985']","['petrona sabina lópez lorenzo de antonio', 'petrona sabina lópez lorenzo de antonio', 'petrona sabina lópez lorenzo de antonio']","['jaime estuardo domínguez rodas', 'jaime estuardo domínguez rodas', 'rosalio teleguario magzul']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue']","['doble', 'sin jornada', 'matutina']","['fin de semana', 'semipresencial (fin de semana)', 'diario(regular)']",huehuetenango,particular mixto intercultural ciencia y desarrollo,barrio esquipulas z 6,
"['18-01-0242-46', '18-01-0243-46']","['18-008', '18-008']",Izabal,puerto barrios,instituto particular mixto jose maria bonilla ruano,19 calle 14 avenidas,"['53108367', '53108367']","['elena elizabeth suchite garnica de quintanilla', 'elena elizabeth suchite garnica de quintanilla']","['gustavo gumercindo rodas mazariegos', 'gustavo gumercindo rodas mazariegos']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'doble']","['fin de semana', 'fin de semana']",izabal,particular mixto jose maria bonilla ruano,19 calle 14 avenidas,
"['21-01-0302-46', '21-01-0401-46']","['21-004', '21-004']",Jalapa,jalapa,instituto particular mixto liceo genesis,calle transito rojas 0-36 z 6 barrio chipilapa,"['42084457', '42084457']","['victor manuel portillo recinos', 'victor manuel portillo recinos']","['nestor efraín sandoval campos', 'nestor efraín sandoval campos']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['doble', 'sin jornada']","['fin de semana', 'semipresencial (un día a la semana)']",jalapa,particular mixto  genesis,calle transito rojas 0-36 z 6 barrio chipilapa,
"['22-05-0057-46', '22-05-0073-46', '22-05-0302-46', '22-05-1596-46']","['22-017', '22-017', '22-017', '22-017']",Jutiapa,asuncion mita,instituto particular mixto maria chinchilla,barrio la federal,"['78457668', '78457668', '78457668', '78457668']","['sandra patricia lopez de cambara', 'sandra patricia lopez de cambara', 'sandra patricia lopez de cambara', 'sandra patricia lopez de cambara']","['silvia ernestina martínez navas', 'silvia ernestina martínez navas', 'silvia ernestina martínez navas', 'silvia ernestina martínez navas']","['privado', 'privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue', 'monolingue']","['doble', 'sin jornada', 'vespertina', 'matutina']","['fin de semana', 'semipresencial (un día a la semana)', 'diario(regular)', 'diario(regular)']",jutiapa,particular mixto maria chinchilla,barrio la federal,
"['22-05-1610-46', '22-05-2262-46', '22-05-2287-46']","['22-009', '22-009', '22-009']",Jutiapa,asuncion mita,instituto particular mixto nuestra senora de la asuncion,barrio la paz,"['78459147', '78459147', '78459147']","['gaudy yadira isabel ixchop ambrocio', 'gaudy yadira isabel ixchop ambrocio', 'gaudy yadira isabel ixchop ambrocio']","['julia alicia garcía ramírez', 'julia alicia garcía ramírez', 'sin_director']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue']","['matutina', 'vespertina', 'doble']","['diario(regular)', 'diario(regular)', 'diario(regular)']",jutiapa,particular mixto nuestra senora de la asuncion,barrio la paz,
"['09-20-0084-46', '09-20-0659-46', '09-20-0660-46']","['09-030', '09-030', '09-030']",Quetzaltenango,coatepeque,instituto particular mixto pedro molina,2a calle 3-60 z 1 barrio la batalla,"['77751242', '77751242', '77751242']","['david federico cifuentes hurtado', 'david federico cifuentes hurtado', 'david federico cifuentes hurtado']","['julia patricia hernández valdez', 'julia patricia hernández valdez', 'julia patricia hernández valdez']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue']","['doble', 'vespertina', 'matutina']","['diario(regular)', 'diario(regular)', 'diario(regular)']",quetzaltenango,particular mixto pedro molina,2a calle 3-60 z 1 barrio la batalla,
"['18-04-0501-46', '18-04-1983-46']","['18-039', '18-039']",Izabal,morales,instituto particular mixto rafael arevalo martinez,calle tulio maruzzo,"['55538518', '40911181']","['elsa yadira martinez perez', 'elsa yadira martinez perez']","['rené barrientos barrera', 'rené barrientos barrera']","['privado', 'privado']","['urbana', 'urbana']","['monolingue', 'monolingue']","['sin jornada', 'doble']","['semipresencial (fin de semana)', 'fin de semana']",izabal,particular mixto rafael arevalo martinez,calle tulio maruzzo,
"['05-02-0133-46', '05-02-0134-46', '05-02-0135-46']","['05-007', '05-007', '05-007']",Escuintla,santa lucia cotzumalguapa,instituto particular mixto san antonio,5ta. av 4-65 z 1,"['48000554', '48000554', '48000554']","['juan francisco godoy davila', 'juan francisco godoy davila', 'juan francisco godoy davila']","['claudia maritza mendoza rompich', 'claudia maritza mendoza rompich', 'claudia maritza mendoza rompich']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue']","['matutina', 'vespertina', 'doble']","['diario(regular)', 'diario(regular)', 'diario(regular)']",escuintla,particular mixto san antonio,5ta. av 4-65 z 1,
"['10-09-0020-46', '10-09-0021-46', '10-09-0023-46']","['10-010', '10-010', '10-010']",Suchitepequez,san pablo jocopilas,instituto particular mixto tecnologico,1a. calle centro historico z 1,"['54415897', '54415897', '54415857']","['mildred janeth de leon mendez de fuentes', 'mildred janeth de leon mendez de fuentes', 'mildred janeth de leon mendez de fuentes']","['marvin reynaldo jeréz lópez', 'marvin reynaldo jeréz lópez', 'marvin reynaldo jeréz lópez']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['monolingue', 'monolingue', 'monolingue']","['doble', 'doble', 'sin jornada']","['fin de semana', 'fin de semana', 'semipresencial (un día a la semana)']",suchitepéquez,particular mixto tecnologico,1a. calle  historico z 1,
"['22-16-0007-46', '22-16-0015-46', '22-16-0023-46']","['22-026', '22-026', '22-026']",Jutiapa,san jose acatempa,instituto pedagogico de educacion media san jose ipemsa,aldea llano grande,"['54925580', '77908100', '50641737']","['siddi yalai escobar esquivel', 'siddi yalai escobar esquivel', 'siddi yalai escobar esquivel']","['yusmery cheyendis escobar castillo', 'wendy marisol boteo pernillo', 'yusmery cheyendis escobar castillo']","['privado', 'privado', 'privado']","['rural', 'rural', 'rural']","['monolingue', 'monolingue', 'monolingue']","['vespertina', 'doble', 'sin jornada']","['diario(regular)', 'fin de semana', 'semipresencial (un día a la semana)']",jutiapa,pedagogico de educacion media san jose ipemsa,aldea llano grande,
"['18-01-0205-46', '18-01-0434-46']","['18-008', '18-008']",Izabal,puerto barrios,instituto preuniversitario de izabal preu,colonia san cristobal entre rios,"['49026498', '49026498']","['elena elizabeth suchite garnica de quintanilla', 'elena elizabeth suchite garnica de quintanilla']","['fredy antonio flores lópez', 'fredy antonio flores lópez']","['privado', 'privado']","['urbana', 'rural']","['monolingue', 'monolingue']","['vespertina', 'sin jornada']","['diario(regular)', 'semipresencial (fin de semana)']",izabal,preuniversitario de izabal preu,colonia san cristobal entre rios,
